frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"6555","Apr 24, 2024 14:01:31.946038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6556","Apr 24, 2024 14:01:31.946038000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6557","Apr 24, 2024 14:01:31.946039000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6558","Apr 24, 2024 14:01:31.946039000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6559","Apr 24, 2024 14:01:31.946039000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6560","Apr 24, 2024 14:01:31.946039000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6561","Apr 24, 2024 14:01:31.946039000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6562","Apr 24, 2024 14:01:31.946040000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6563","Apr 24, 2024 14:01:31.946127000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6564","Apr 24, 2024 14:01:31.946127000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6565","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6566","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6567","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6568","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6569","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6570","Apr 24, 2024 14:01:31.946128000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6571","Apr 24, 2024 14:01:31.946184000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6572","Apr 24, 2024 14:01:31.946185000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6573","Apr 24, 2024 14:01:31.946185000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6574","Apr 24, 2024 14:01:31.946186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6575","Apr 24, 2024 14:01:31.946186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6576","Apr 24, 2024 14:01:31.946186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6577","Apr 24, 2024 14:01:31.946186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6578","Apr 24, 2024 14:01:31.946186000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6579","Apr 24, 2024 14:01:31.946261000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6580","Apr 24, 2024 14:01:31.946306000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6581","Apr 24, 2024 14:01:31.946307000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6582","Apr 24, 2024 14:01:31.946307000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6583","Apr 24, 2024 14:01:31.946558000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6584","Apr 24, 2024 14:01:31.946559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6585","Apr 24, 2024 14:01:31.946559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6586","Apr 24, 2024 14:01:31.946559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6587","Apr 24, 2024 14:01:31.946559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6588","Apr 24, 2024 14:01:31.946559000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6589","Apr 24, 2024 14:01:31.946560000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6590","Apr 24, 2024 14:01:31.946560000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6591","Apr 24, 2024 14:01:31.946626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6592","Apr 24, 2024 14:01:31.946626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6593","Apr 24, 2024 14:01:31.946627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6594","Apr 24, 2024 14:01:31.946627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6595","Apr 24, 2024 14:01:31.946627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6596","Apr 24, 2024 14:01:31.946627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6597","Apr 24, 2024 14:01:31.946627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6598","Apr 24, 2024 14:01:31.946628000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6599","Apr 24, 2024 14:01:31.946714000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6600","Apr 24, 2024 14:01:31.946714000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6601","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6602","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6603","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6604","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6605","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6606","Apr 24, 2024 14:01:31.946715000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6607","Apr 24, 2024 14:01:31.946782000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6608","Apr 24, 2024 14:01:31.946782000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6609","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6610","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6611","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6612","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6613","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6614","Apr 24, 2024 14:01:31.946783000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6615","Apr 24, 2024 14:01:31.946859000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6616","Apr 24, 2024 14:01:31.946859000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6617","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6618","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6619","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6620","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6621","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6622","Apr 24, 2024 14:01:31.946860000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6623","Apr 24, 2024 14:01:31.947852000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6624","Apr 24, 2024 14:01:31.947852000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6625","Apr 24, 2024 14:01:31.947852000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6626","Apr 24, 2024 14:01:31.947852000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6627","Apr 24, 2024 14:01:31.948097000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6628","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6629","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6630","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6631","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6632","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6633","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6634","Apr 24, 2024 14:01:31.948098000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6635","Apr 24, 2024 14:01:31.948154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6636","Apr 24, 2024 14:01:31.948154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6637","Apr 24, 2024 14:01:31.948154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6638","Apr 24, 2024 14:01:31.948154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6639","Apr 24, 2024 14:01:31.948154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6640","Apr 24, 2024 14:01:31.948155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6641","Apr 24, 2024 14:01:31.948155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6642","Apr 24, 2024 14:01:31.948155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6643","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6644","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6645","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6646","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6647","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6648","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6649","Apr 24, 2024 14:01:31.948227000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6650","Apr 24, 2024 14:01:31.948228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6651","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6652","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6653","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6654","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6655","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6656","Apr 24, 2024 14:01:31.948270000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6657","Apr 24, 2024 14:01:31.948271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6658","Apr 24, 2024 14:01:31.948271000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6659","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6660","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6661","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6662","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6663","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6664","Apr 24, 2024 14:01:31.948321000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6665","Apr 24, 2024 14:01:31.948322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6666","Apr 24, 2024 14:01:31.948322000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6667","Apr 24, 2024 14:01:31.948399000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6668","Apr 24, 2024 14:01:31.948399000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6669","Apr 24, 2024 14:01:31.948399000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6670","Apr 24, 2024 14:01:31.948399000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6671","Apr 24, 2024 14:01:31.948400000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6672","Apr 24, 2024 14:01:31.948400000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6673","Apr 24, 2024 14:01:31.948400000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6674","Apr 24, 2024 14:01:31.948542000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6675","Apr 24, 2024 14:01:31.948542000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6676","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6677","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6678","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6679","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6680","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6681","Apr 24, 2024 14:01:31.948543000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6682","Apr 24, 2024 14:01:31.948596000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6683","Apr 24, 2024 14:01:31.948596000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6684","Apr 24, 2024 14:01:31.948596000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6685","Apr 24, 2024 14:01:31.948596000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6686","Apr 24, 2024 14:01:31.948596000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6687","Apr 24, 2024 14:01:31.948597000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6688","Apr 24, 2024 14:01:31.948597000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6689","Apr 24, 2024 14:01:31.948597000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6690","Apr 24, 2024 14:01:31.948673000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6691","Apr 24, 2024 14:01:31.948882000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6692","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6693","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6694","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6695","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6696","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6697","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6698","Apr 24, 2024 14:01:31.948883000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6699","Apr 24, 2024 14:01:31.948933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6700","Apr 24, 2024 14:01:31.948933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6701","Apr 24, 2024 14:01:31.948933000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6702","Apr 24, 2024 14:01:31.948934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6703","Apr 24, 2024 14:01:31.948934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6704","Apr 24, 2024 14:01:31.948934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6705","Apr 24, 2024 14:01:31.948934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6706","Apr 24, 2024 14:01:31.948934000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6707","Apr 24, 2024 14:01:31.949012000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6708","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6709","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6710","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6711","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6712","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6713","Apr 24, 2024 14:01:31.949013000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6714","Apr 24, 2024 14:01:31.949014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6715","Apr 24, 2024 14:01:31.949075000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6716","Apr 24, 2024 14:01:31.949075000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6717","Apr 24, 2024 14:01:31.949075000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6718","Apr 24, 2024 14:01:31.949076000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6719","Apr 24, 2024 14:01:31.949076000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6720","Apr 24, 2024 14:01:31.949076000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6721","Apr 24, 2024 14:01:31.949076000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6722","Apr 24, 2024 14:01:31.949076000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6723","Apr 24, 2024 14:01:31.949156000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6724","Apr 24, 2024 14:01:31.949157000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6725","Apr 24, 2024 14:01:31.949157000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6726","Apr 24, 2024 14:01:31.949157000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6727","Apr 24, 2024 14:01:31.949157000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6728","Apr 24, 2024 14:01:31.949157000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6729","Apr 24, 2024 14:01:31.949158000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6730","Apr 24, 2024 14:01:31.949158000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6731","Apr 24, 2024 14:01:31.949228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6732","Apr 24, 2024 14:01:31.949228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6733","Apr 24, 2024 14:01:31.949228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6734","Apr 24, 2024 14:01:31.949228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6735","Apr 24, 2024 14:01:31.949228000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6736","Apr 24, 2024 14:01:31.949229000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
"6737","Apr 24, 2024 14:01:31.949382000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17"
