frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len
"4282","Apr 24, 2024 14:01:17.354654000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4283","Apr 24, 2024 14:01:17.354655000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4284","Apr 24, 2024 14:01:17.354703000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4285","Apr 24, 2024 14:01:17.354703000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4286","Apr 24, 2024 14:01:17.354703000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4287","Apr 24, 2024 14:01:17.354703000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4288","Apr 24, 2024 14:01:17.354733000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4289","Apr 24, 2024 14:01:17.354751000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4290","Apr 24, 2024 14:01:17.354751000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4291","Apr 24, 2024 14:01:17.354751000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4292","Apr 24, 2024 14:01:17.354751000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4293","Apr 24, 2024 14:01:17.354806000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4294","Apr 24, 2024 14:01:17.354807000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4295","Apr 24, 2024 14:01:17.354807000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4296","Apr 24, 2024 14:01:17.354807000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4297","Apr 24, 2024 14:01:17.354807000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4298","Apr 24, 2024 14:01:17.354850000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4299","Apr 24, 2024 14:01:17.354850000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4300","Apr 24, 2024 14:01:17.354850000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4301","Apr 24, 2024 14:01:17.354850000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4302","Apr 24, 2024 14:01:17.354899000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4303","Apr 24, 2024 14:01:17.354899000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4304","Apr 24, 2024 14:01:17.354899000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4305","Apr 24, 2024 14:01:17.354899000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4306","Apr 24, 2024 14:01:17.354926000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4307","Apr 24, 2024 14:01:17.354955000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4308","Apr 24, 2024 14:01:17.354955000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4309","Apr 24, 2024 14:01:17.354955000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4310","Apr 24, 2024 14:01:17.354955000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4311","Apr 24, 2024 14:01:17.354955000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4312","Apr 24, 2024 14:01:17.355001000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4313","Apr 24, 2024 14:01:17.355001000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4314","Apr 24, 2024 14:01:17.355001000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4315","Apr 24, 2024 14:01:17.355001000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4316","Apr 24, 2024 14:01:17.355054000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4317","Apr 24, 2024 14:01:17.355054000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4318","Apr 24, 2024 14:01:17.355054000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4319","Apr 24, 2024 14:01:17.355054000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4320","Apr 24, 2024 14:01:17.355054000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4321","Apr 24, 2024 14:01:17.355100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4322","Apr 24, 2024 14:01:17.355100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4323","Apr 24, 2024 14:01:17.355100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4324","Apr 24, 2024 14:01:17.355100000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4325","Apr 24, 2024 14:01:17.355126000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4326","Apr 24, 2024 14:01:17.355155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4327","Apr 24, 2024 14:01:17.355222000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4328","Apr 24, 2024 14:01:17.356166000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4329","Apr 24, 2024 14:01:17.356389000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4330","Apr 24, 2024 14:01:17.356389000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4331","Apr 24, 2024 14:01:17.356389000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4332","Apr 24, 2024 14:01:17.356440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4333","Apr 24, 2024 14:01:17.356440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4334","Apr 24, 2024 14:01:17.356440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4335","Apr 24, 2024 14:01:17.356440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4336","Apr 24, 2024 14:01:17.356494000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4337","Apr 24, 2024 14:01:17.356494000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4338","Apr 24, 2024 14:01:17.356494000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4339","Apr 24, 2024 14:01:17.356494000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4340","Apr 24, 2024 14:01:17.356494000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4341","Apr 24, 2024 14:01:17.356537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4342","Apr 24, 2024 14:01:17.356537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4343","Apr 24, 2024 14:01:17.356537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4344","Apr 24, 2024 14:01:17.356537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4345","Apr 24, 2024 14:01:17.356588000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4346","Apr 24, 2024 14:01:17.356588000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4347","Apr 24, 2024 14:01:17.356588000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4348","Apr 24, 2024 14:01:17.356588000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4349","Apr 24, 2024 14:01:17.356643000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4350","Apr 24, 2024 14:01:17.356644000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4351","Apr 24, 2024 14:01:17.356644000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4352","Apr 24, 2024 14:01:17.356644000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4353","Apr 24, 2024 14:01:17.356644000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4354","Apr 24, 2024 14:01:17.356689000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4355","Apr 24, 2024 14:01:17.356689000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4356","Apr 24, 2024 14:01:17.356689000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4357","Apr 24, 2024 14:01:17.356689000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4358","Apr 24, 2024 14:01:17.356742000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4359","Apr 24, 2024 14:01:17.356742000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4360","Apr 24, 2024 14:01:17.356742000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4361","Apr 24, 2024 14:01:17.356742000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4362","Apr 24, 2024 14:01:17.356742000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4363","Apr 24, 2024 14:01:17.356786000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4364","Apr 24, 2024 14:01:17.356786000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4365","Apr 24, 2024 14:01:17.356786000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4366","Apr 24, 2024 14:01:17.356786000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4367","Apr 24, 2024 14:01:17.356837000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4368","Apr 24, 2024 14:01:17.356837000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4369","Apr 24, 2024 14:01:17.356837000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4370","Apr 24, 2024 14:01:17.356837000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4371","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4372","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4373","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4374","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4375","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4376","Apr 24, 2024 14:01:17.356908000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4377","Apr 24, 2024 14:01:17.356938000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4378","Apr 24, 2024 14:01:17.356938000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4379","Apr 24, 2024 14:01:17.356938000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4380","Apr 24, 2024 14:01:17.356991000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4381","Apr 24, 2024 14:01:17.356991000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4382","Apr 24, 2024 14:01:17.356991000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4383","Apr 24, 2024 14:01:17.356991000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4384","Apr 24, 2024 14:01:17.356991000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4385","Apr 24, 2024 14:01:17.357004000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4386","Apr 24, 2024 14:01:17.357041000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4387","Apr 24, 2024 14:01:17.357041000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4388","Apr 24, 2024 14:01:17.357041000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4389","Apr 24, 2024 14:01:17.357041000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4390","Apr 24, 2024 14:01:17.357090000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4391","Apr 24, 2024 14:01:17.357090000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4392","Apr 24, 2024 14:01:17.357090000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4393","Apr 24, 2024 14:01:17.357090000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","571"
"4394","Apr 24, 2024 14:01:17.357090000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1392"
"4395","Apr 24, 2024 14:01:17.357137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4396","Apr 24, 2024 14:01:17.357137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4397","Apr 24, 2024 14:01:17.357137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4398","Apr 24, 2024 14:01:17.357137000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4399","Apr 24, 2024 14:01:17.357192000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4400","Apr 24, 2024 14:01:17.357192000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4401","Apr 24, 2024 14:01:17.357192000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4402","Apr 24, 2024 14:01:17.357192000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4403","Apr 24, 2024 14:01:17.357192000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4404","Apr 24, 2024 14:01:17.357236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4405","Apr 24, 2024 14:01:17.357236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4406","Apr 24, 2024 14:01:17.357236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4407","Apr 24, 2024 14:01:17.357236000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4408","Apr 24, 2024 14:01:17.357287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4409","Apr 24, 2024 14:01:17.357287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4410","Apr 24, 2024 14:01:17.357287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4411","Apr 24, 2024 14:01:17.357287000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4412","Apr 24, 2024 14:01:17.357338000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4413","Apr 24, 2024 14:01:17.357338000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4414","Apr 24, 2024 14:01:17.357338000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4415","Apr 24, 2024 14:01:17.357338000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4416","Apr 24, 2024 14:01:17.357338000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4417","Apr 24, 2024 14:01:17.357388000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4418","Apr 24, 2024 14:01:17.357388000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4419","Apr 24, 2024 14:01:17.357388000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4420","Apr 24, 2024 14:01:17.357388000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4421","Apr 24, 2024 14:01:17.357440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4422","Apr 24, 2024 14:01:17.357440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4423","Apr 24, 2024 14:01:17.357440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4424","Apr 24, 2024 14:01:17.357440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4425","Apr 24, 2024 14:01:17.357440000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4426","Apr 24, 2024 14:01:17.357487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4427","Apr 24, 2024 14:01:17.357487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4428","Apr 24, 2024 14:01:17.357487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4429","Apr 24, 2024 14:01:17.357487000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4430","Apr 24, 2024 14:01:17.357537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4431","Apr 24, 2024 14:01:17.357537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4432","Apr 24, 2024 14:01:17.357537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4433","Apr 24, 2024 14:01:17.357537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4434","Apr 24, 2024 14:01:17.357537000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4435","Apr 24, 2024 14:01:17.357592000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4436","Apr 24, 2024 14:01:17.357592000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4437","Apr 24, 2024 14:01:17.357592000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4438","Apr 24, 2024 14:01:17.357592000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4439","Apr 24, 2024 14:01:17.357653000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4440","Apr 24, 2024 14:01:17.357653000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4441","Apr 24, 2024 14:01:17.357653000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4442","Apr 24, 2024 14:01:17.357653000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4443","Apr 24, 2024 14:01:17.357691000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4444","Apr 24, 2024 14:01:17.357699000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4445","Apr 24, 2024 14:01:17.357699000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4446","Apr 24, 2024 14:01:17.357699000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4447","Apr 24, 2024 14:01:17.357699000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4448","Apr 24, 2024 14:01:17.357752000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4449","Apr 24, 2024 14:01:17.357752000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4450","Apr 24, 2024 14:01:17.357752000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4451","Apr 24, 2024 14:01:17.357827000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4452","Apr 24, 2024 14:01:17.357827000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4453","Apr 24, 2024 14:01:17.357827000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4454","Apr 24, 2024 14:01:17.357878000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4455","Apr 24, 2024 14:01:17.357878000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"4456","Apr 24, 2024 14:01:17.357911000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"4457","Apr 24, 2024 14:01:17.357924000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
